codigo,village,pr2021,pr2010,delta_pr,ro2021,ro2010,delta_ro,soil2021,soil2010,delta_soil,tmmx2021,tmmx2010,delta_tmax,tmmn2021,tmmn2010,delta_tmin,ETP_2021,ETP_2010,delta_ETP,humidity_2021,humidity_2010,delta_humidity,pop2020,pop2010,delta_pop,def_2021,def_2010,delta_def,GHS_2010_mean,GHS_2020_mean,delta_GHS,lat,lon
1601130044,10 DE OCTUBRE I ZONA,2902.698159,1669.6774225,73.84784149825803,1876.0186578,734.9836187,155.2463225123578,509.7811145,448.5016381,13.663155537090116,379.1050579,379.6823171,-0.15203742023306296,263.7162031,264.2934623,-0.21841599673955103,33.34716289166667,33.3809726,-0.10128437160434782,0.2180933,0.2168604,0.5685224227198609,0.355729,0.2570638,38.38160020975338,0.7279601,0.939129,-22.48561166783264,5.191144845034788,8.838583175205565,41.26722867,-4.123836852999943,-73.44824611699994
1601130056,CAHUIDE,2832.7034322,1650.2980536,71.64798964772892,1808.5890743,711.9439849,154.0353051166006,511.9342826,458.2606706,11.712463111819133,380.5192957,381.1832302,-0.1741772584412185,264.3311475,264.995082,-0.25054597050976174,32.59718765,33.737008591666665,-3.378547741035371,0.2181511,0.2166717,0.6827841383992427,0.3610758,0.2757729,30.932299729233733,0.6237134,0.6366035,-2.0248239288662435,3.0604026845637584,3.90059516272002,21.54010973,-4.230846225999926,-73.48743541599998
1601130046,EL TRIUNFO,2883.3728352,1664.5070262,73.22683472130602,1857.3424542,729.8157348,154.4947122452751,510.7445571,450.4339535,13.38944436390052,379.5052895,380.0468679,-0.1425030557395607,263.6540871,264.1956655,-0.20499140248006517,32.656366008333336,33.458366975000004,-2.3970116869897473,0.2179549,0.2166667,0.5945537546840457,0.2917965,0.2359259,23.681418614912573,0.7837419,0.7576801,3.4396838454645997,0.7618324474816502,2.0998481397114657,63.71964081,-4.154148539999937,-73.47430957899996
1601130055,12 DE ABRIL,2840.0983371,1652.6666337,71.84943891204308,1816.0749777,715.4307136,153.8435858535666,512.1244482,457.1323171,12.029806041468323,380.3977432,381.0487528,-0.17084679984288062,264.2902554,264.941265,-0.24571846141068623,32.44747713333334,33.699035308333336,-3.7139287921708113,0.2181032,0.2166587,0.6667168223570008,0.3508206,0.2653851,32.19302816925291,0.5419636,0.7239961,-25.142745934681145,3.1495764319130104,3.9887469970919205,21.03845057,-4.219298394999953,-73.48396803699995
1601130049,HABANA,2851.0665214,1656.0359106,72.16211938103608,1826.7955322,720.0104017,153.71793628075304,512.2486602,455.4761355,12.464434527986379,380.2106147,380.842112,-0.1658160376970019,264.2263956,264.8578929,-0.23842872609368063,32.34942048333333,33.589497925,-3.6918606060607573,0.2180427,0.2166505,0.6426017941338746,0.3493568,0.2562611,36.32845562592215,0.5720596,0.6538682,-12.511481671688577,3.235078401618614,4.121901871522509,21.5149098,-4.203190628999948,-73.47927616599998
1601130054,NUEVO MIRAFLORES,2839.3444621,1653.0399247,71.76502634171374,1815.5104022,715.8257381,153.62463314309824,512.5965326,457.9737121,11.927064601488082,380.2389786,380.9052506,-0.17491804036580855,264.2965623,264.9628344,-0.2514587004282192,32.409699025,34.03522029166667,-4.7759974894731805,0.2181941,0.2167727,0.6557098749058295,0.3586041,0.2692787,33.17210013268781,0.4988887,0.6427284,-22.379546321587775,3.0606980273141122,3.930703085483055,22.13357354,-4.22314443199997,-73.46673350299994
1601130057,12 DE OCTUBRE,2810.5055179,1642.9691196,71.06258933121337,1786.878359,704.0841293,153.78762063228345,514.1454842,462.6007671,11.142376054222517,380.9705597,381.6004404,-0.1650628860228121,264.2547335,264.8846142,-0.23779437016466815,32.318479025,33.19995705833333,-2.6550577513836737,0.2181524,0.2165402,0.7445268823063839,0.192828,0.2105154,-8.40195064114074,0.4154991,0.3825569,8.611058903917309,0.12419375237131655,0.2702668521563172,54.04773046,-4.246472446999974,-73.54844921799997
1601130018,ZUNGARO COCHA,3007.2327113,1713.5721499,75.49495721411526,1976.7372902,779.8006534,153.49264348282477,479.716712,413.7272709,15.949985834013333,378.2160784,378.5479432,-0.08766783863481979,262.2325924,262.5644572,-0.12639364959714178,30.144511558333335,30.385460283333334,-0.7929737537402433,0.2184753,0.2177882,0.31549000359065543,2.155796,1.1769242,83.17203435871231,0.6896828,1.3054753,-47.16998475574375,123.08151898734177,156.4386075949367,21.3227982,-3.828583225999978,-73.35497277799993
1601130074,ANGEL CARDENAS,2951.5326728,1682.4906118,75.42639775221836,1923.1431756,746.2279911,157.71522892958387,505.2074659,441.7681298,14.360324301510985,378.2193906,378.8117612,-0.1563759789620759,263.2273272,263.8196978,-0.22453615288766401,33.60120385,33.55656501666667,0.1330256339144348,0.2179532,0.2169265,0.4732939497940636,0.5391196,0.3397817,58.666461436857844,0.5175172,0.9761611,-46.9844475466191,6.729285262492094,10.572675521821632,36.35210644,-4.050179999999955,-73.42644666599995
1601130077,CREACION 2000,2924.4176651,1674.9102386,74.60145610814466,1898.1580354,740.2584909,156.41827263504072,510.2047975,447.3584959,14.048308498884152,378.5359144,379.2505298,-0.1884283195007832,263.909496,264.6241113,-0.2700492016730266,34.41539420833333,33.69060914166667,2.1512970086678793,0.2185382,0.2175368,0.46033590638456834,0.2939664,0.2821506,4.187763556058376,0.3720615,0.4156408,-10.48484653094691,0.8968223825800734,2.1791365995695657,58.84505897,-4.082073332999926,-73.39512333299996
1601130078,NUEVO TRIUNFO,2896.4430254,1667.0729136,73.74423168721562,1869.5150975,732.6530047,155.17060402495883,507.0724136,447.3548411,13.349039065534775,379.1756757,379.7192407,-0.14314918543446908,263.0880804,263.6316454,-0.20618351760285333,32.35372796666667,33.50534006666667,-3.437100168834583,0.2175566,0.2162327,0.6122570730513881,0.2524172,0.2090602,20.73900245001201,0.8463396,0.7793685,8.592995482881326,0.6149759676195294,1.856185175815836,66.86882453,-4.12628744999995,-73.49783531499997
1601130079,HUAMBE,2877.0502746,1662.9073185,73.01326674027746,1851.3410362,727.8842595,154.3455243106545,510.5827948,451.0103271,13.2086704273606,379.6343758,380.1535801,-0.13657751161081663,263.5312534,264.0504577,-0.19663071388796755,32.78162183333333,33.38079575,-1.7949659473491275,0.2177073,0.2163798,0.613504587766502,0.2835554,0.2274572,24.663189382442066,0.7307749,0.8671893,-15.730636897849182,0.9815400177013529,1.8145151093690732,45.90620863,-4.162137172999962,-73.49032963399998
1601130082,10 DE OCTUBRE II ZONA,2885.0920154,1665.2062927,73.25733322338412,1859.1518749,730.7470565,154.41797655739168,511.3167804,450.6152419,13.470813424786646,379.4678045,380.0148857,-0.14396309739083982,263.8059909,264.3530721,-0.2069509522450662,32.776977466666665,33.44411638333333,-1.994787092055242,0.2181008,0.2168342,0.5841329458175909,0.2933368,0.2373105,23.60885843652093,0.791559,0.8328569,-4.95858292102761,0.752058786266312,1.9455213480298998,61.34410003,-4.1530897729999765,-73.46200774599998
1601130083,LOS CEDROS,2839.7306112,1653.74927,71.71470081435017,1816.1533284,716.9833705,153.3048049822238,513.1309973,458.6927147,11.868137612694458,379.9882158,380.6552685,-0.17523800540803477,264.171121,264.8381737,-0.25187180936975295,32.118931475000004,34.358842325,-6.519168570386325,0.2182064,0.2167989,0.6492191611673335,0.3439726,0.2497306,37.73746589324657,0.4044015,0.6164688,-34.400329749048126,3.018588770864947,3.910217501264542,22.80253541,-4.222399550999967,-73.45162165999994
1601130084,HUASCAR,2805.5148559,1640.8615926,70.97815370610071,1781.8730316,701.2779538,154.0894123285357,513.7736605,463.5999554,10.822629406145971,381.0247846,381.6769436,-0.17086675287452183,264.3075072,264.9596662,-0.2461351983693132,32.81988346666667,33.27710531666667,-1.3739832405765358,0.2181578,0.2165428,0.7458109897904734,0.2071996,0.2202616,-5.930221155208167,0.4529197,0.4184378,8.240627400296997,0.6761615394353716,1.46803392834536,53.94101414,-4.260209217999943,-73.54599969499998
1601130086,NUEVO SAN JUAN,2785.1996438,1633.5646023,70.49828576589745,1761.0036605,690.1790661,155.1517058393145,514.5537149,470.287683,9.412543321913883,380.9987732,381.5796498,-0.1522294494228058,263.9801741,264.5610507,-0.21956240287943884,32.880466925,32.58804260833333,0.8973362413362331,0.2176673,0.2159304,0.8043795593394971,0.3009844,0.2928585,2.7746847026806334,0.2062203,0.7090458,-70.91579979741788,1.1959519291587604,1.9481340923466162,38.61038961,-4.330361666999977,-73.53153941199997
1601130088,SANTA CATALINA,2901.0467373,1668.2530449,73.89728411818348,1874.1064957,733.7340331,155.4204127321132,507.2751114,447.0646302,13.467959022628134,379.1429003,379.6943509,-0.14523539754881554,263.2672443,263.8186949,-0.2090263543336214,32.546066116666665,33.479861158333335,-2.789124594186804,0.2177696,0.2164914,0.5904160627165823,0.3034193,0.2269846,33.673958497624945,0.7780443,0.9269714,-16.065986501848922,4.167910919903834,7.013665696570922,40.57442855,-4.121844146999933,-73.48356248899995
1601130089,23 DE FEBRERO,2887.1737022,1665.8020488,73.32033564731441,1861.1594002,731.3213243,154.4927022306438,511.2567823,450.4489632,13.499380411050309,379.423764,379.9717128,-0.14420778745927004,263.8254813,264.37343,-0.20726315046107557,32.91290434166667,33.464850741666666,-1.6493317249814503,0.2181286,0.2168661,0.5821564550660522,0.2988643,0.2376757,25.744575486682077,0.6862648,0.9260843,-25.896076631468645,1.0612580685989115,2.3316035944817113,54.48376941,-4.149769548999927,-73.45847309199996
1601130090,SAN MARTIN II ZONA,2867.9916844,1661.9568381,72.5671581025399,1844.2175419,727.9978221,153.3273432851936,513.9811068,454.8373311,13.003280877795138,379.5256348,380.0445627,-0.13654396113795375,264.0155076,264.5344355,-0.1961664835881052,32.512248066666665,33.97853811666667,-4.315341775344894,0.2182162,0.2169319,0.5920291114400363,0.2355068,0.2085649,12.91775365845355,0.5123834,0.4704998,8.901937896679238,0.6510508989617625,1.5834388452772854,58.88373581,-4.1790544739999405,-73.43787941499994
1601130097,SHUSHUNA,3008.1797185,1716.1339711,75.28816334611861,1977.4593081,782.5699346,152.6878711626906,481.3695876,414.635567,16.094620411567348,377.9247819,378.2886499,-0.09618792424677718,262.1743705,262.5382385,-0.1385961915791433,29.981328758333333,30.759866691666666,-2.5310185545903248,0.2184941,0.2178228,0.30818628720225144,2.6231869,1.6804287,56.10224343347622,0.8336378,1.0940833,-23.804905897019,169.92111927070144,213.34033932641174,20.35209103,-3.8301515449999783,-73.33552295699997
1601130017,QUISTOCOCHA,3006.6965736,1716.7261834,75.14130108071141,1976.6428996,783.9076055,152.15253503494677,480.71275,413.9346455,16.132523630472495,377.9672608,378.3140325,-0.09166239425707176,262.1280452,262.4748168,-0.13211614136080843,29.835148266666668,30.76703824166667,-3.0288582465437845,0.2185253,0.2178766,0.29773734306483673,2.9079007,2.0141855,44.37104725458504,0.8606427,0.9463822,-9.059711816219702,230.3750474984167,274.3067764407853,16.01554636,-3.8229990479999287,-73.32617853399995
1601130069,LOS DELFINES,3006.4907568,1713.7342023,75.4350676297989,1976.0042127,779.8814492,153.37238303680374,483.6965951,417.0129454,15.990786481709074,377.6540368,378.0342667,-0.10058080271907202,262.1821629,262.5623928,-0.1448150650766074,30.461806816666666,30.963142066666666,-1.6191355803638294,0.2184877,0.2178065,0.31275466985605144,2.7444578,1.5187699,80.70267260366434,0.8053557,1.1116538,-27.553371382349436,105.42918617896468,139.41323883052777,24.37648887,-3.8447861199999807,-73.33940006499995
1601130093,CALIPSO,3004.3164181,1709.4469498,75.7478591805084,1974.2877249,775.2105654,154.67760799690467,488.1758363,421.7973487,15.737056623182143,377.1029486,377.4856831,-0.10139046780712897,262.0861044,262.4688389,-0.14582092929735957,31.293128366666668,31.540108483333334,-0.7830667950846695,0.2184169,0.2177223,0.31903025092054865,2.3842059,1.3312145,79.10005487470276,1.253926,0.7233917,73.33983787759801,64.21635650082288,85.35991897708571,24.7698952,-3.874062424999977,-73.34769901399994
1603010024,SANTA CRUZ,2722.1348515,1615.8013861,68.46964453164112,1692.4756931,662.7754455,155.3618581664851,515.3945248,486.8186733,5.8699168843078144,383.0895,383.6153911,-0.13708811278193367,265.0904554,265.6160099,-0.1978625084375979,32.21265030833333,34.19669656666667,-5.801865260480427,0.2186032,0.2165947,0.9273080089217309,0.6507351,0.4252409,53.027401644573715,0.5098817,0.0386586,1218.9347260376733,41.29953158627674,45.054437270540575,8.33415289,-4.480263332999925,-73.54580999999996
1603010099,1 DE FEBRERO,2768.4430248,1630.3910761,69.80239068912799,1744.5793097,685.0286733,154.67245061375448,517.6847373,475.6380478,8.840060145415487,381.0248799,381.6749468,-0.17031951021418548,263.6305948,264.2806616,-0.24597592425581796,32.1458072,32.36386293333334,-0.673762998510135,0.2173668,0.2155981,0.8203690106731052,0.2891719,0.2734898,5.734071252383078,0.2967128,0.4451156,-33.340282838885,0.8180782377516141,1.3364982909229017,38.78942882,-4.356996666999976,-73.55275999999998
1601120049,SAN JUAN DE MUNICH,2985.6136961,1695.9311729,76.04568769112694,1959.0914226,763.2870522,156.66509302802507,499.312923,433.0766711,15.294347703320566,376.6341856,377.3145582,-0.18031973196204076,262.8583866,263.5387592,-0.25816794541544547,32.82222863333333,33.540901741666666,-2.142676764830542,0.2183139,0.2176578,0.30143647505395754,0.5712499,0.51248,11.467745082734922,0.7262546,0.3390603,114.19629487734188,1.5416613984068783,4.4128208370211155,65.06403828,-3.9356396849999555,-73.32015977799995
1601120076,5 DE DICIEMBRE,2993.5144357,1705.492646,75.52197851576078,1966.5642549,773.7641262,154.15552211730335,491.5273362,424.5898034,15.76522381460468,376.7404942,377.1919031,-0.11967619036623746,262.4295449,262.8809538,-0.17171609181828446,32.20905470833333,32.509800008333336,-0.9250912030308144,0.2184758,0.217836,0.2937071925668833,2.2069639,1.2575575,75.49606280428526,0.5536597,0.4965966,11.490835821268204,42.69257056068852,56.01898493861537,23.78910363,-3.8814579729999537,-73.31897711599999
1601130098,VILLA CRUZ,3007.1836452,1709.7137907,75.88813177723641,1976.469607,775.7044847,154.79672297684218,482.896535,417.3873478,15.695058210386891,377.9152559,378.2185675,-0.08019479371541671,262.1632363,262.4665479,-0.11556200301593904,31.066146608333334,30.50768928333333,1.8305461282677142,0.2185176,0.2177996,0.32966084418887653,1.9173546,1.0702678,79.14718166799,1.0503479,0.9953165,5.529035236530284,65.23421485511831,84.87586992281412,23.14162445,-3.853170524999939,-73.37349268399998
1601130099,SAN CIRILO,2948.0258608,1681.0956156,75.3633662144684,1920.4182809,746.1363884,157.3816678500437,502.9850582,440.9149864,14.077560009196379,378.2717959,378.8247857,-0.14597508422745065,262.9403072,263.493297,-0.20986864041553877,32.70480980833333,33.174979566666664,-1.4172420434758857,0.2177925,0.216725,0.49255969546660466,0.4874126,0.2969599,64.13414740508735,0.3841248,0.9083583,-57.712193525396316,8.07510431154381,11.975344544190163,32.56891873,-4.056845026999952,-73.45509807599996
